2026-07-31 08:39:27 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 09:25:08 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 10:09:27 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 12:16:57 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 14:38:25 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 17:52:40 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 19:53:10 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 21:22:17 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-07-31 23:16:39 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 03:49:36 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 04:34:13 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 04:49:49 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 06:41:25 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 10:10:46 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 11:35:31 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 13:54:43 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 15:19:05 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 17:14:24 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 19:33:53 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 21:09:39 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-01 23:11:10 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 03:52:34 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 04:36:17 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 04:52:15 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 06:45:35 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 10:08:26 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 11:34:56 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 13:53:57 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 15:19:55 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 17:15:27 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 19:34:00 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 21:11:13 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-02 23:11:22 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628'}, 'missing': [], 'n_available': 127}
2026-08-03 02:35:15 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-1-8': 'doubao-seed-1-8-251228', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 127}
2026-08-03 03:21:06 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-1-8': 'doubao-seed-1-8-251228', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 127}
2026-08-03 03:54:02 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-1-8': 'doubao-seed-1-8-251228', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 127}
2026-08-03 04:45:51 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-1-8': 'doubao-seed-1-8-251228', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 127}
2026-08-03 05:01:33 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 127}
2026-08-05 09:07:12 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 09:24:39 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 09:48:26 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 10:47:13 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 14:32:22 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 17:54:20 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 19:54:27 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 21:32:52 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-05 23:18:29 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 01:44:52 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 02:08:41 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 02:31:30 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 03:09:37 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 03:36:09 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 03:49:03 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 04:29:36 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 04:33:19 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 04:41:16 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 05:04:56 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 05:37:16 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 05:49:05 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 05:56:20 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 06:06:53 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 06:45:48 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 07:21:27 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 08:24:29 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 08:32:15 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 09:01:57 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 09:29:12 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 09:37:47 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 09:49:25 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 10:33:00 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 10:50:00 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 128}
2026-08-06 14:34:38 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 00:15:37 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 01:33:08 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 01:42:47 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 01:51:54 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 02:03:51 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 02:14:53 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 02:40:53 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 02:48:26 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 03:16:25 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 03:30:08 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 03:44:29 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 04:09:17 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 05:22:13 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 05:59:59 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 07:41:35 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
2026-08-07 08:18:11 [INFO] root: resolve_models 成功: {'ok': True, 'resolved': {'glm-5-2': 'glm-5-2-260617', 'doubao-seed-2-1-pro': 'doubao-seed-2-1-pro-260628', 'doubao-seed-2-0-lite': 'doubao-seed-2-0-lite-260428'}, 'missing': [], 'n_available': 129}
